id,name,chemical,description,price,stock_quantity,category,status,image_path
1412,Buscopan Plus Tablets,"Hyoscine Butylbromide, Paracetamol","Product Details Buscopan Plus Tablets are a powerful combination of two key ingredients, Hyoscine Butylbromide and Paracetamol, designed to provide fast relief from abdominal cramps and pain. These tablets come in a convenient dosage form, making them easy to take on the go. Manufactured by Martin Dow, a trusted pharmaceutical company known for their high-quality products, Buscopan Plus Tablets are a must-have in your medicine cabinet. Indication of Use These tablets are specifically formulated to relieve abdominal cramps and pain caused by conditions such as irritable bowel syndrome (IBS), menstrual cramps, and gastrointestinal disorders. The combination of Hyoscine Butylbromide and Paracetamol works together to provide quick and effective relief, allowing you to get back to your day without discomfort. Suitable for Buscopan Plus Tablets are suitable for adults and children over 12 years old who are experiencing abdominal cramps and pain. If you are pregnant, breastfeeding, or have any underlying health conditions, it is important to consult with your healthcare provider before using this product. How to Use For adults and children over 12 years old, take one to two tablets with water as needed, up to four times a day. Do not exceed the recommended dosage. If symptoms persist, seek medical advice. Storage Store Buscopan Plus Tablets in a cool, dry place away from direct sunlight and moisture. Keep out of reach of children. Important Info Do not use this product if you are allergic to any of the ingredients, have glaucoma, or have difficulty passing urine. Consult with your healthcare provider before using this product if you have any medical conditions or are taking any other medications. Ingredients Each Buscopan Plus Tablet contains 10mg of Hyoscine Butylbromide and 500mg of Paracetamol. Buy now at www.dwatson.pk.
Form: Tablets
Size: Strip of 10 Tablets",125,100,Martin Dow,in_stock,/static/uploads/medicines/1394.jpeg
1413,Busonide 200mg 6mg Capsules 30s,"Budesonide, Formoterol, Fumarate","Form: Capsules
Size: Pack of 1 Capsules",418,100,Pharmevo (Pvt) Ltd,in_stock,/static/uploads/medicines/1395.png
1414,Busonide 400mg 12mg Capsules 30s,"Budesonide, Formoterol, Fumarate","Form: Capsules
Size: Pack of 1 Capsules",517,100,Pharmevo (Pvt) Ltd,in_stock,/static/uploads/medicines/1396.png
1415,Busron 5mg Tablets,Buspirone,"Product Overview Busron 5mg Tablets, manufactured by SJG, contain the active ingredient Buspirone. These tablets are commonly used to treat anxiety disorders and symptoms associated with anxiety. Key Benefits - Effective in reducing symptoms of anxiety - Non-addictive medication - Does not cause sedation like other anti-anxiety medications - Can be used for both short-term and long-term treatment of anxiety disorders - Helps improve mood and overall sense of well-being How It Works Buspirone works by affecting the levels of certain neurotransmitters in the brain, specifically serotonin and dopamine. By modulating these neurotransmitters, Buspirone helps to reduce feelings of anxiety and improve mood without causing sedation or risk of dependence. Directions for Use - Take Busron 5mg Tablets as directed by your healthcare provider - Usually, the recommended dose is 5mg taken three times a day - Tablets can be taken with or without food - Swallow the tablets whole with a glass of water - Do not crush or chew the tablets Precautions - Inform your healthcare provider about any other medications you are taking before starting Buspirone - Avoid consuming alcohol while taking Busron 5mg Tablets - Do not suddenly stop taking the medication without consulting your doctor - Use caution while driving or operating machinery as Buspirone may cause dizziness - Pregnant or breastfeeding women should consult their doctor before using this medication Storage Instructions Store Busron 5mg Tablets at room temperature, away from moisture and heat. Keep the tablets in their original packaging and out of reach of children. Manufacturer Information Busron 5mg Tablets are manufactured by SJG, a reputable pharmaceutical company known for producing high-quality medications. If you have any questions or concerns about the product, contact the manufacturer directly for more information.
Form: Tablets
Size: Pack of 30 Tablets",640,100,SJG,in_stock,/static/uploads/medicines/1397.png
1416,Butrin 75mg,Bupropion,"Product Overview: Butrin 75mg by Genetics is a medication that contains the active ingredient Bupropion. It is commonly used to treat depression, seasonal affective disorder, and to help people quit smoking. Key Benefits: - Treats depression effectively - Helps with seasonal affective disorder - Aids in smoking cessation - Improves mood and energy levels - Non-sedating and non-addictive How It Works: Bupropion works by increasing the levels of certain neurotransmitters in the brain, such as dopamine and norepinephrine. This helps to improve mood, energy levels, and reduce cravings for nicotine in the case of smoking cessation. Directions for Use: - Take Butrin 75mg as prescribed by your healthcare provider. - It is usually taken once or twice daily with or without food. - Swallow the tablet whole with a glass of water. - Do not crush, chew, or break the tablet. - It may take a few weeks to experience the full benefits of this medication. Precautions: - Inform your doctor about any medical conditions you have before starting Butrin 75mg. - Avoid drinking alcohol while taking this medication. - Do not suddenly stop taking Butrin 75mg without consulting your doctor as it may cause withdrawal symptoms. - This medication may increase the risk of suicidal thoughts, especially in young adults. - If you experience any unusual changes in mood or behavior, contact your doctor immediately. Storage Instructions: Store Butrin 75mg at room temperature away from moisture and heat. Keep it out of reach of children and pets. Do not store in the bathroom. Manufacturer Information: Genetics Pharmaceuticals is a reputable company known for producing high-quality medications. They are dedicated to improving the health and well-being of individuals through innovative pharmaceutical solutions.
Form: Tablets
Size: Pack of 20 Tablets",401,100,Genetics,in_stock,/static/uploads/medicines/1398.jpeg
1417,Butrin Xl 150mg,Bupropion,"Product Overview Butrin XL 150mg is a medication manufactured by Genetics containing the active ingredient Bupropion. It is commonly used to treat depression, seasonal affective disorder, and to help people quit smoking by reducing cravings and withdrawal symptoms. Key Benefits - Effective in treating depression and seasonal affective disorder - Helps reduce cravings and withdrawal symptoms for those trying to quit smoking - Extended-release formula for convenient once-daily dosing - May improve mood, energy levels, and overall well-being How It Works Bupropion works by increasing the levels of dopamine and norepinephrine in the brain, which are neurotransmitters associated with mood and energy levels. By balancing these chemicals, Butrin XL 150mg helps alleviate symptoms of depression and seasonal affective disorder, as well as reduce cravings and withdrawal symptoms in individuals trying to quit smoking. Directions for Use 1. Take Butrin XL 150mg exactly as prescribed by your healthcare provider. 2. Swallow the tablet whole with a glass of water, do not crush or chew. 3. It is usually taken once daily in the morning with or without food. 4. Do not suddenly stop taking this medication without consulting your doctor. Precautions - Inform your doctor of any medical conditions or allergies before starting Butrin XL 150mg. - Avoid consuming alcohol while taking this medication. - Do not drive or operate heavy machinery until you know how this medication affects you. - Keep out of reach of children and pets. Storage Instructions Store Butrin XL 150mg at room temperature away from light and moisture. Keep the medication in its original packaging to protect it from humidity. Manufacturer Information Butrin XL 150mg is manufactured by Genetics, a reputable pharmaceutical company known for producing high-quality medications for various health conditions. For more information about Genetics and their products, visit their official website.
Form: Tablets
Size: Pack of 30 Tablets",902,100,Genetics,in_stock,/static/uploads/medicines/1399.png
1418,Butrin Xl 300mg,Bupropion,"Product Overview Butrin XL 300mg is a medication used to treat depression and seasonal affective disorder. It belongs to a class of drugs known as antidepressants and works by restoring the balance of certain natural chemicals in the brain. Key Benefits - Treats depression and seasonal affective disorder - Restores the balance of chemicals in the brain - Extended-release formula for long-lasting effects How It Works Butrin XL 300mg contains the active ingredient Bupropion, which works by increasing the levels of dopamine and norepinephrine in the brain. This helps improve mood, energy levels, and feelings of well-being. Directions for Use - Take Butrin XL 300mg exactly as prescribed by your doctor - Swallow the tablet whole with a full glass of water - Do not crush, chew, or break the tablet - It may take several weeks before you feel the full benefit of this medication Precautions - Inform your doctor if you have a history of seizures, eating disorders, or bipolar disorder - Avoid alcohol while taking Butrin XL 300mg - Do not suddenly stop taking this medication without consulting your doctor - Monitor for any unusual changes in mood or behavior Storage Instructions Store Butrin XL 300mg at room temperature away from moisture and heat. Keep it out of reach of children and pets. Do not use this medication after the expiration date printed on the bottle. Manufacturer Information Butrin XL 300mg is manufactured by Genetics, a reputable pharmaceutical company known for producing high-quality medications. For any questions or concerns about the product, you can contact Genetics directly. Overall, Butrin XL 300mg is a reliable and effective medication for treating depression and seasonal affective disorder. Follow the directions for use carefully and consult your doctor if you experience any side effects or have any questions.
Form: Tablets
Size: Pack of 30 Tablets",2000,100,Genetics,in_stock,/static/uploads/medicines/1400.jpeg
1419,Butyn 5mg Tablets,Oxybutynin,"Form: Tablets
Size: Pack of 30 Tablets",570,100,Medicaids,in_stock,/static/uploads/medicines/1401.png
1420,Buzon 1mg Tablets,Resperidone,"Product Overview Buzon 1mg Tablets are a medication containing the active ingredient Resperidone, manufactured by Nabiqasim. These tablets are commonly used to treat various mental health conditions, including schizophrenia and bipolar disorder. Resperidone works by altering the levels of certain chemicals in the brain to improve symptoms such as hallucinations, delusions, and disorganized thinking. Key Benefits - Effective treatment for schizophrenia and bipolar disorder - Helps reduce symptoms such as hallucinations and delusions - Regulates chemicals in the brain to improve mental health - Easy-to-take tablets for convenient dosing How It Works Resperidone, the active ingredient in Buzon 1mg Tablets, acts on certain neurotransmitters in the brain, particularly dopamine and serotonin. By blocking the receptors for these neurotransmitters, Resperidone helps to regulate their levels and improve communication between brain cells. This results in a reduction of symptoms associated with schizophrenia and bipolar disorder. Directions for Use 1. Take Buzon 1mg Tablets as prescribed by your healthcare provider. 2. Swallow the tablet whole with a glass of water, with or without food. 3. Do not crush or chew the tablet. 4. Follow the dosing schedule provided by your doctor for the best results. Precautions - Inform your doctor about any allergies or medical conditions before taking Buzon 1mg Tablets. - Avoid alcohol while taking this medication, as it may increase drowsiness. - Do not drive or operate heavy machinery until you know how this medication affects you. - Keep out of reach of children and pets. Storage Instructions Store Buzon 1mg Tablets at room temperature, away from moisture and heat. Keep the tablets in their original packaging to protect them from light and humidity. Do not store in the bathroom or kitchen. Manufacturer Information Nabiqasim is the reputable pharmaceutical company behind Buzon 1mg Tablets. With a commitment to quality and innovation, Nabiqasim ensures that their products meet the highest standards of safety and efficacy. Trust Nabiqasim for your mental health needs.
Form: Tablets
Size: Pack of 20 Tablets",310,100,Nabiqasim,in_stock,/static/uploads/medicines/1402.jpeg
1421,Buzon 2mg Tablets,Risperidone,"Product Overview Buzon 2mg Tablets are a medication manufactured by Nabiqasim that contains the active ingredient Risperidone. These tablets are commonly used to treat symptoms of schizophrenia and bipolar disorder in adults and adolescents over the age of 13. Key Benefits - Effective in managing symptoms of schizophrenia and bipolar disorder - Helps reduce hallucinations, delusions, and mood swings - Improves overall quality of life for individuals with these conditions - Available in convenient tablet form for easy consumption How It Works Risperidone, the active ingredient in Buzon 2mg Tablets, works by restoring the balance of neurotransmitters in the brain. It specifically targets dopamine and serotonin receptors, which are believed to play a role in the development of schizophrenia and bipolar disorder symptoms. By regulating these neurotransmitters, Risperidone helps alleviate symptoms and improve mental health. Directions for Use 1. Take Buzon 2mg Tablets as prescribed by your healthcare provider. 2. Swallow the tablet whole with a glass of water, with or without food. 3. Do not crush, chew, or break the tablet before consumption. 4. It is important to take the medication regularly to experience the full benefits. Precautions - Inform your doctor about any allergies or medical conditions before taking Buzon 2mg Tablets. - Avoid consuming alcohol while taking this medication, as it may increase drowsiness. - Do not drive or operate heavy machinery until you know how this medication affects you. - Keep out of reach of children and pets. Storage Instructions Store Buzon 2mg Tablets at room temperature away from moisture and heat. Keep the medication in its original packaging to protect it from light exposure. Do not store in the bathroom. Manufacturer Information Buzon 2mg Tablets are manufactured by Nabiqasim, a reputable pharmaceutical company known for producing high-quality medications to improve the health and well-being of individuals worldwide. Trust Nabiqasim for your medication needs.
Form: Tablets
Size: Pack of 20 Tablets",600,100,Nabiqasim,in_stock,/static/uploads/medicines/1403.jpeg
1422,Buzon 3mg Tablets,Risperidone,"Product Overview: Buzon 3mg Tablets are a medication formulated by Nabiqasim to treat various mental health conditions. The active ingredient, Risperidone, works to balance chemicals in the brain that may be unbalanced in people with conditions such as schizophrenia and bipolar disorder. Key Benefits: - Helps manage symptoms of schizophrenia and bipolar disorder - Balances chemicals in the brain to improve mood and behavior - Can reduce hallucinations, delusions, and mood swings - Available in convenient tablet form for easy dosing How It Works: Risperidone, the active ingredient in Buzon 3mg Tablets, is an atypical antipsychotic that works by affecting the levels of dopamine and serotonin in the brain. By blocking certain receptors, it helps to regulate mood, behavior, and cognition in patients with mental health disorders. Directions for Use: 1. Consult with a healthcare professional for the correct dosage and duration of treatment. 2. Swallow the tablet whole with a glass of water, with or without food. 3. Take the medication at the same time each day to maintain consistent levels in the bloodstream. 4. Do not crush, chew, or break the tablet before consumption. Precautions: - Inform your doctor of any allergies or medical conditions before starting treatment. - Avoid alcohol while taking Buzon 3mg Tablets, as it can increase drowsiness and other side effects. - Do not suddenly stop taking the medication without consulting a healthcare provider. - Monitor for any signs of worsening symptoms or unusual behavior and report them promptly. Storage Instructions: Store Buzon 3mg Tablets at room temperature, away from moisture and heat. Keep the medication in its original packaging and out of reach of children and pets. Manufacturer Information: Buzon 3mg Tablets are manufactured by Nabiqasim, a reputable pharmaceutical company known for producing high-quality medications for various health conditions. Trust in Nabiqasim for effective and reliable treatments for mental health disorders.
Form: Tablets
Size: Pack of 10 Tablets",423,100,Nabiqasim,in_stock,/static/uploads/medicines/1404.jpeg
1423,Buzon 4mg Tablets,Risperidone,"Product Overview Buzon 4mg Tablets by Nabiqasim are a medication containing the active ingredient Risperidone. This medication is commonly used to treat schizophrenia, bipolar disorder, and irritability associated with autistic disorder in adults and children. Key Benefits - Effective treatment for schizophrenia - Helps manage symptoms of bipolar disorder - Reduces irritability in individuals with autistic disorder - Easy-to-use oral tablets - Produced by reputable pharmaceutical company Nabiqasim How It Works Risperidone, the active ingredient in Buzon 4mg Tablets, works by restoring the balance of neurotransmitters in the brain. It helps alleviate symptoms of schizophrenia and bipolar disorder by blocking the action of dopamine and serotonin receptors in the brain. This mechanism helps to reduce hallucinations, delusions, and mood swings associated with these conditions. Directions for Use 1. Take Buzon 4mg Tablets orally as directed by your healthcare provider. 2. Swallow the tablet whole with a glass of water. 3. It is recommended to take this medication with food to minimize stomach upset. 4. Do not crush, chew, or break the tablet before swallowing. 5. Follow the prescribed dosage and frequency for optimal results. Precautions - Inform your doctor about any allergies or medical conditions before taking Buzon 4mg Tablets. - Do not suddenly stop taking this medication without consulting your healthcare provider. - Avoid consuming alcohol while using this medication, as it may increase the risk of side effects. - Keep out of reach of children and pets. - Monitor for any signs of unusual behavior or mood changes while taking this medication. Storage Instructions Store Buzon 4mg Tablets at room temperature away from moisture and heat. Keep the medication in its original packaging to protect it from light. Do not store in the bathroom or kitchen where there may be excess moisture. Manufacturer Information Buzon 4mg Tablets are manufactured by Nabiqasim, a trusted pharmaceutical company known for producing high-quality medications. Nabiqasim is committed to providing safe and effective treatments for various medical conditions.
Form: Tablets
Size: Pack of 10 Tablets",484,100,Nabiqasim,in_stock,/static/uploads/medicines/1405.jpeg
1424,Bynevol 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",210,100,Atco,in_stock,/static/uploads/medicines/1406.jpeg
1425,Bynevol 5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",340,100,Atco,in_stock,/static/uploads/medicines/1407.png
1426,Byscard 10mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",442,100,Searle,in_stock,/static/uploads/medicines/1408.png
1427,Byscard 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",240,100,Searle,in_stock,/static/uploads/medicines/1409.jpg
1428,Byscard 5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",371,100,Searle,in_stock,/static/uploads/medicines/1410.png
1429,Byvas 10 Mg Tablets 14s,Nebivolol,"Product Overview: Byvas 10 Mg Tablets by Pharmevo is a medication that contains the active ingredient Nebivolol. It is commonly used to treat high blood pressure (hypertension) and heart failure. Nebivolol belongs to a class of medications known as beta-blockers, which work by blocking the action of certain natural substances in the body that affect the heart and blood vessels. Key Benefits: - Helps lower high blood pressure - Improves heart function in heart failure patients - Reduces the risk of heart attacks and strokes - Controls heart rate and rhythm How It Works: Nebivolol works by blocking the beta receptors in the heart and blood vessels, which reduces the heart rate and the force of the heart's contractions. This helps to lower blood pressure and improve blood flow, making it easier for the heart to pump blood throughout the body. Directions for Use: - Take Byvas 10 Mg Tablets exactly as prescribed by your healthcare provider. - Swallow the tablets whole with a full glass of water, with or without food. - Do not crush or chew the tablets. - Do not stop taking the medication suddenly without consulting your doctor. Precautions: - Inform your doctor if you have any allergies or medical conditions before taking Byvas 10 Mg Tablets. - Avoid consuming alcohol while taking this medication. - Do not drive or operate machinery until you know how this medication affects you. - Monitor your blood pressure regularly while taking this medication. Storage Instructions: Store Byvas 10 Mg Tablets at room temperature away from moisture and heat. Keep the tablets in their original packaging and out of reach of children. Manufacturer Information: Pharmevo is the manufacturer of Byvas 10 Mg Tablets, a trusted pharmaceutical company known for producing high-quality medications to improve the health and well-being of individuals.
Form: Tablets
Size: Pack of 14 Tablets",475,100,Pharmevo,in_stock,/static/uploads/medicines/1411.png
1430,Byvas 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",255,100,Pharmevo,in_stock,/static/uploads/medicines/1412.jpg
1431,Byvas 5 Mg Tablets 14s,Nebivolol,"Product Overview Byvas 5 Mg Tablets are a medication used to treat high blood pressure and heart failure. Each tablet contains Nebivolol as its active ingredient, which works by relaxing blood vessels and slowing the heart rate to improve blood flow and decrease blood pressure. Key Benefits - Effectively lowers high blood pressure - Improves heart function in patients with heart failure - Reduces the risk of heart attacks and strokes - Helps in managing angina (chest pain) - Well-tolerated with few side effects How It Works Nebivolol, the active ingredient in Byvas 5 Mg Tablets, belongs to a class of medications called beta-blockers. It works by blocking the action of certain natural substances in the body, such as adrenaline, that affect the heart and blood vessels. This leads to decreased heart rate, reduced workload on the heart, and improved blood flow, resulting in lower blood pressure. Directions for Use - Take Byvas 5 Mg Tablets as directed by your healthcare provider. - Swallow the tablet whole with a full glass of water. - It can be taken with or without food. - Do not crush or chew the tablet. - Do not suddenly stop taking this medication without consulting your doctor. Precautions - Inform your doctor about any other medications or supplements you are taking. - Do not use this medication if you have certain heart conditions or allergies to Nebivolol. - Monitor your blood pressure regularly while taking Byvas 5 Mg Tablets. - Avoid alcohol consumption while on this medication. - Consult your doctor before starting or stopping any other medications. Storage Instructions Store Byvas 5 Mg Tablets at room temperature away from moisture and heat. Keep the tablets in their original packaging to protect them from light and moisture. Keep out of reach of children and pets. Manufacturer Information Byvas 5 Mg Tablets are manufactured by Pharmevo, a trusted pharmaceutical company known for producing high-quality medications. Pharmevo is committed to providing safe and effective healthcare solutions to improve the lives of patients worldwide.
Form: Tablets
Size: Pack of 14 Tablets",387,100,Pharmevo,in_stock,/static/uploads/medicines/1413.jpeg
1432,C Kast 10mg Tablets,Montelukast,"Form: Tablets
Size: Pack of 14 Tablets",480,100,Chiesi,in_stock,/static/uploads/medicines/1414.png
1433,C Kast 5mg,Montelukast,"Form: Tablets
Size: Pack of 14 Tablets",285,100,Chiesi,in_stock,/static/uploads/medicines/1415.png
1434,C Spor Eye Drop 10ml,Cyclosporin,"Product Overview C Spor Eye Drop 10ml by Ophth (Pvt) Ltd is a revolutionary eye drop formulated with Cyclosporin, an active ingredient known for its anti-inflammatory properties. This product is designed to treat various eye conditions and provide relief from discomfort and irritation. Key Benefits - Reduces inflammation and swelling in the eyes - Alleviates symptoms of dry eye syndrome - Promotes overall eye health - Soothes and moisturizes dry and irritated eyes - Easy-to-use dropper bottle for convenient application How It Works C Spor Eye Drop 10ml works by inhibiting the immune system's response, thus reducing inflammation and swelling in the eyes. Cyclosporin penetrates the eye tissues and helps to maintain moisture levels, providing relief from dryness and discomfort. Directions for Use 1. Wash hands thoroughly before using the eye drops. 2. Tilt your head back and pull down your lower eyelid to create a small pocket. 3. Hold the dropper above your eye and squeeze one drop into the pocket. 4. Close your eyes for a few seconds to allow the drop to spread evenly. 5. Repeat the process in the other eye if necessary. 6. Use as directed by your healthcare provider. Precautions - Do not touch the tip of the dropper to avoid contamination. - Do not use if the solution has changed color or become cloudy. - Consult your doctor before using if you are pregnant or breastfeeding. - Avoid driving or operating machinery immediately after using the eye drops, as they may cause temporary blurred vision. Storage Instructions Store C Spor Eye Drop 10ml in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent evaporation or contamination. Do not freeze the product. Manufacturer Information Ophth (Pvt) Ltd is a trusted pharmaceutical company known for producing high-quality eye care products. With a commitment to innovation and patient well-being, Ophth (Pvt) Ltd ensures that all their products meet the highest standards of efficacy and safety.
Form: Eye Drop
Size: Pack of 1",355,100,Ophth (Pvt) Ltd,in_stock,/static/uploads/medicines/1416.jpeg
1435,Buzon 4mg Tablets,Risperidone,"Product Overview Buzon 4mg Tablets by Nabiqasim are a medication containing the active ingredient Risperidone. This medication is commonly used to treat schizophrenia, bipolar disorder, and irritability associated with autistic disorder in adults and children. Key Benefits - Effective treatment for schizophrenia - Helps manage symptoms of bipolar disorder - Reduces irritability in individuals with autistic disorder - Easy-to-use oral tablets - Produced by reputable pharmaceutical company Nabiqasim How It Works Risperidone, the active ingredient in Buzon 4mg Tablets, works by restoring the balance of neurotransmitters in the brain. It helps alleviate symptoms of schizophrenia and bipolar disorder by blocking the action of dopamine and serotonin receptors in the brain. This mechanism helps to reduce hallucinations, delusions, and mood swings associated with these conditions. Directions for Use 1. Take Buzon 4mg Tablets orally as directed by your healthcare provider. 2. Swallow the tablet whole with a glass of water. 3. It is recommended to take this medication with food to minimize stomach upset. 4. Do not crush, chew, or break the tablet before swallowing. 5. Follow the prescribed dosage and frequency for optimal results. Precautions - Inform your doctor about any allergies or medical conditions before taking Buzon 4mg Tablets. - Do not suddenly stop taking this medication without consulting your healthcare provider. - Avoid consuming alcohol while using this medication, as it may increase the risk of side effects. - Keep out of reach of children and pets. - Monitor for any signs of unusual behavior or mood changes while taking this medication. Storage Instructions Store Buzon 4mg Tablets at room temperature away from moisture and heat. Keep the medication in its original packaging to protect it from light. Do not store in the bathroom or kitchen where there may be excess moisture. Manufacturer Information Buzon 4mg Tablets are manufactured by Nabiqasim, a trusted pharmaceutical company known for producing high-quality medications. Nabiqasim is committed to providing safe and effective treatments for various medical conditions.
Form: Tablets
Size: Pack of 10 Tablets",484,100,Nabiqasim,in_stock,/static/uploads/medicines/1417.jpeg
1436,Bynevol 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",210,100,Atco,in_stock,/static/uploads/medicines/1418.jpeg
1437,Bynevol 5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",340,100,Atco,in_stock,/static/uploads/medicines/1419.png
1438,Byscard 10mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",442,100,Searle,in_stock,/static/uploads/medicines/1420.png
1439,Byscard 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",240,100,Searle,in_stock,/static/uploads/medicines/1421.jpg
1440,Byscard 5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",371,100,Searle,in_stock,/static/uploads/medicines/1422.png
1441,Byvas 10 Mg Tablets 14s,Nebivolol,"Product Overview: Byvas 10 Mg Tablets by Pharmevo is a medication that contains the active ingredient Nebivolol. It is commonly used to treat high blood pressure (hypertension) and heart failure. Nebivolol belongs to a class of medications known as beta-blockers, which work by blocking the action of certain natural substances in the body that affect the heart and blood vessels. Key Benefits: - Helps lower high blood pressure - Improves heart function in heart failure patients - Reduces the risk of heart attacks and strokes - Controls heart rate and rhythm How It Works: Nebivolol works by blocking the beta receptors in the heart and blood vessels, which reduces the heart rate and the force of the heart's contractions. This helps to lower blood pressure and improve blood flow, making it easier for the heart to pump blood throughout the body. Directions for Use: - Take Byvas 10 Mg Tablets exactly as prescribed by your healthcare provider. - Swallow the tablets whole with a full glass of water, with or without food. - Do not crush or chew the tablets. - Do not stop taking the medication suddenly without consulting your doctor. Precautions: - Inform your doctor if you have any allergies or medical conditions before taking Byvas 10 Mg Tablets. - Avoid consuming alcohol while taking this medication. - Do not drive or operate machinery until you know how this medication affects you. - Monitor your blood pressure regularly while taking this medication. Storage Instructions: Store Byvas 10 Mg Tablets at room temperature away from moisture and heat. Keep the tablets in their original packaging and out of reach of children. Manufacturer Information: Pharmevo is the manufacturer of Byvas 10 Mg Tablets, a trusted pharmaceutical company known for producing high-quality medications to improve the health and well-being of individuals.
Form: Tablets
Size: Pack of 14 Tablets",475,100,Pharmevo,in_stock,/static/uploads/medicines/1423.png
1442,Byvas 2.5mg Tablets,Nebivolol,"Form: Tablets
Size: Pack of 14 Tablets",255,100,Pharmevo,in_stock,/static/uploads/medicines/1424.jpg
1443,Byvas 5 Mg Tablets 14s,Nebivolol,"Product Overview Byvas 5 Mg Tablets are a medication used to treat high blood pressure and heart failure. Each tablet contains Nebivolol as its active ingredient, which works by relaxing blood vessels and slowing the heart rate to improve blood flow and decrease blood pressure. Key Benefits - Effectively lowers high blood pressure - Improves heart function in patients with heart failure - Reduces the risk of heart attacks and strokes - Helps in managing angina (chest pain) - Well-tolerated with few side effects How It Works Nebivolol, the active ingredient in Byvas 5 Mg Tablets, belongs to a class of medications called beta-blockers. It works by blocking the action of certain natural substances in the body, such as adrenaline, that affect the heart and blood vessels. This leads to decreased heart rate, reduced workload on the heart, and improved blood flow, resulting in lower blood pressure. Directions for Use - Take Byvas 5 Mg Tablets as directed by your healthcare provider. - Swallow the tablet whole with a full glass of water. - It can be taken with or without food. - Do not crush or chew the tablet. - Do not suddenly stop taking this medication without consulting your doctor. Precautions - Inform your doctor about any other medications or supplements you are taking. - Do not use this medication if you have certain heart conditions or allergies to Nebivolol. - Monitor your blood pressure regularly while taking Byvas 5 Mg Tablets. - Avoid alcohol consumption while on this medication. - Consult your doctor before starting or stopping any other medications. Storage Instructions Store Byvas 5 Mg Tablets at room temperature away from moisture and heat. Keep the tablets in their original packaging to protect them from light and moisture. Keep out of reach of children and pets. Manufacturer Information Byvas 5 Mg Tablets are manufactured by Pharmevo, a trusted pharmaceutical company known for producing high-quality medications. Pharmevo is committed to providing safe and effective healthcare solutions to improve the lives of patients worldwide.
Form: Tablets
Size: Pack of 14 Tablets",387,100,Pharmevo,in_stock,/static/uploads/medicines/1425.jpeg
1444,C Kast 10mg Tablets,Montelukast,"Form: Tablets
Size: Pack of 14 Tablets",480,100,Chiesi,in_stock,/static/uploads/medicines/1426.png
1445,C Kast 5mg,Montelukast,"Form: Tablets
Size: Pack of 14 Tablets",285,100,Chiesi,in_stock,/static/uploads/medicines/1427.png
1446,C Spor Eye Drop 10ml,Cyclosporin,"Product Overview C Spor Eye Drop 10ml by Ophth (Pvt) Ltd is a revolutionary eye drop formulated with Cyclosporin, an active ingredient known for its anti-inflammatory properties. This product is designed to treat various eye conditions and provide relief from discomfort and irritation. Key Benefits - Reduces inflammation and swelling in the eyes - Alleviates symptoms of dry eye syndrome - Promotes overall eye health - Soothes and moisturizes dry and irritated eyes - Easy-to-use dropper bottle for convenient application How It Works C Spor Eye Drop 10ml works by inhibiting the immune system's response, thus reducing inflammation and swelling in the eyes. Cyclosporin penetrates the eye tissues and helps to maintain moisture levels, providing relief from dryness and discomfort. Directions for Use 1. Wash hands thoroughly before using the eye drops. 2. Tilt your head back and pull down your lower eyelid to create a small pocket. 3. Hold the dropper above your eye and squeeze one drop into the pocket. 4. Close your eyes for a few seconds to allow the drop to spread evenly. 5. Repeat the process in the other eye if necessary. 6. Use as directed by your healthcare provider. Precautions - Do not touch the tip of the dropper to avoid contamination. - Do not use if the solution has changed color or become cloudy. - Consult your doctor before using if you are pregnant or breastfeeding. - Avoid driving or operating machinery immediately after using the eye drops, as they may cause temporary blurred vision. Storage Instructions Store C Spor Eye Drop 10ml in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent evaporation or contamination. Do not freeze the product. Manufacturer Information Ophth (Pvt) Ltd is a trusted pharmaceutical company known for producing high-quality eye care products. With a commitment to innovation and patient well-being, Ophth (Pvt) Ltd ensures that all their products meet the highest standards of efficacy and safety.
Form: Eye Drop
Size: Pack of 1",355,100,Ophth (Pvt) Ltd,in_stock,/static/uploads/medicines/1428.jpeg
1447,Calamox 156.25mg 5ml 90ml,Co-Amoxiclav,"Form: Syrup
Size: Pack of 1 Suspension
Prescription Required: No",211,100,Bosch,in_stock,/static/uploads/medicines/1437.png
